base_id,n_rules,n_ra,n_si,n_cx,n_top,f1_train,fpr_train,f1_test,fpr_test,recall_test,precision_test,expert_rules_included,jaccard_vs_expert,rules
3,19,4,4,3,8,0.9149,0.0283,0.9279,0.0318,0.9375,0.9184,9,0.257,"RA:AG7,AG14,A3,A4|SI:BG2,BG5,B2,B3|CX:CG3,C4,C5|TOP:TG8,TG9,TG15,TG21,TG24,T2,T4,T5"
11,13,3,4,2,4,0.8982,0.028,0.9267,0.0299,0.931,0.9223,6,0.188,"RA:AG4,AG7,AG15|SI:BG2,BG5,B1,B3|CX:C1,C4|TOP:TG9,TG21,T4,T5"
20,14,4,3,3,4,0.9003,0.0285,0.9248,0.0306,0.9289,0.9206,7,0.219,"RA:AG7,AG9,AG14,A2|SI:BG2,B2,B3|CX:CG3,C4,C5|TOP:TG2,TG15,T4,T5"
29,12,3,3,1,5,0.8808,0.0241,0.9198,0.0243,0.9057,0.9345,7,0.233,"RA:AG14,A3,A4|SI:BG2,B2,B3|CX:CG4|TOP:TG12,TG15,T4,T7,T8"
41,12,4,2,2,4,0.8759,0.0224,0.9079,0.0198,0.8744,0.944,8,0.276,"RA:AG4,AG10,A1,A2|SI:BG2,B3|CX:C1,C5|TOP:TG8,T2,T4,T5"
35,12,3,2,1,6,0.8744,0.0221,0.907,0.0194,0.872,0.9449,7,0.233,"RA:AG4,A1,A2|SI:BG2,B3|CX:CG1|TOP:TG8,TG21,T2,T4,T5,T8"
19,13,2,3,3,5,0.8883,0.0192,0.8887,0.0185,0.8385,0.9453,6,0.188,"RA:AG7,AG14|SI:BG2,B2,B3|CX:CG3,C4,C5|TOP:TG13,TG15,TG21,T4,T5"
67,14,3,3,3,5,0.889,0.0192,0.8886,0.0186,0.8385,0.945,6,0.182,"RA:AG7,AG14,AG21|SI:BG2,B2,B3|CX:CG3,C4,C5|TOP:TG2,TG13,TG15,T4,T5"
24,16,4,3,3,6,0.8902,0.0193,0.8885,0.0187,0.8385,0.9449,7,0.206,"RA:AG1,AG7,AG14,AG21|SI:BG2,B2,B3|CX:CG3,C4,C5|TOP:TG2,TG8,TG15,T4,T5,T7"
66,19,3,3,5,8,0.8918,0.0194,0.8882,0.0189,0.8385,0.9442,9,0.257,"RA:AG7,AG9,AG14|SI:BG2,B1,B3|CX:CG3,C1,C2,C4,C5|TOP:TG2,TG9,TG15,TG21,TG24,T2,T4,T7"
64,18,3,5,3,7,0.8932,0.0196,0.8873,0.0197,0.8385,0.942,10,0.303,"RA:AG7,AG14,AG21|SI:BG2,B1,B2,B3,B4|CX:CG3,C4,C5|TOP:TG2,TG7,TG15,T2,T4,T5,T7"
73,16,2,2,4,8,0.8925,0.0198,0.8868,0.0201,0.8385,0.941,8,0.242,"RA:AG7,AG14|SI:BG2,B3|CX:CG3,C1,C4,C5|TOP:TG2,TG13,TG15,TG24,T2,T4,T5,T8"
31,22,3,3,5,11,0.8938,0.0199,0.8865,0.0203,0.8385,0.9403,10,0.27,"RA:AG7,AG14,AG21|SI:BG2,B1,B3|CX:CG3,C1,C2,C4,C5|TOP:TG2,TG8,TG9,TG13,TG15,TG21,TG24,T2,T4,T5,T8"
33,17,2,5,4,6,0.8947,0.0218,0.8838,0.0227,0.8388,0.9339,9,0.273,"RA:AG7,AG14|SI:BG2,BG5,B2,B3,B4|CX:CG3,C2,C4,C5|TOP:TG13,TG15,TG21,T4,T5,T7"
74,21,3,3,5,10,0.8975,0.0223,0.8826,0.0237,0.8388,0.9312,9,0.243,"RA:AG7,AG14,AG21|SI:BG2,BG5,B3|CX:CG3,C1,C2,C4,C5|TOP:TG2,TG9,TG13,TG15,TG21,TG24,T2,T4,T5,T8"
22,17,3,4,2,8,0.8954,0.022,0.8819,0.0231,0.8366,0.9325,9,0.273,"RA:AG7,AG14,A4|SI:BG2,BG5,B2,B3|CX:C4,C5|TOP:TG8,TG9,TG15,TG21,T2,T4,T5,T8"
9,12,5,3,1,3,0.8597,0.0189,0.8596,0.0162,0.7857,0.9488,6,0.194,"RA:AG4,AG8,AG14,A1,A2|SI:BG2,B1,B3|CX:CG1|TOP:TG8,T4,T5"
17,17,3,3,3,8,0.8831,0.0145,0.8496,0.0142,0.7659,0.9539,9,0.273,"RA:AG7,A1,A2|SI:BG2,B2,B3|CX:CG3,C2,C5|TOP:TG2,TG8,TG12,TG15,TG24,T4,T6,T8"
4,18,3,3,4,8,0.8833,0.0145,0.8496,0.0142,0.7659,0.9537,10,0.303,"RA:AG7,A1,A2|SI:BG2,B2,B3|CX:CG3,C1,C2,C5|TOP:TG2,TG8,TG12,TG15,TG24,T4,T6,T8"
5,14,3,3,2,6,0.882,0.0034,0.7956,0.0057,0.6704,0.9781,10,0.345,"RA:AG1,A2,A6|SI:BG2,B3,B4|CX:C4,C5|TOP:TG2,TG15,T2,T3,T4,T7"
40,12,2,4,2,4,0.8536,0.0034,0.4494,0.0046,0.2933,0.9606,7,0.233,"RA:AG7,A3|SI:BG2,BG7,B2,B3|CX:CG4,C2|TOP:TG9,T4,T6,T7"
39,17,1,3,4,9,0.8453,0.0016,0.3361,0.0054,0.2049,0.9351,8,0.235,"RA:AG7|SI:BG2,BG7,B3|CX:CG3,C1,C4,C5|TOP:TG2,TG15,TG21,TG23,TG24,T2,T4,T5,T7"
46,19,2,4,4,9,0.8468,0.0016,0.3361,0.0054,0.2049,0.9351,9,0.257,"RA:AG7,AG8|SI:BG2,BG7,B1,B3|CX:CG3,C1,C4,C5|TOP:TG2,TG9,TG15,TG21,TG24,T2,T4,T5,T7"
37,12,3,3,3,3,0.8254,0.0008,0.3142,0.002,0.1873,0.973,7,0.233,"RA:AG2,AG7,A5|SI:BG2,B2,B3|CX:CG3,C4,C5|TOP:TG8,T4,T7"
65,17,4,3,4,6,0.84,0.0008,0.3127,0.0041,0.1873,0.9459,8,0.235,"RA:AG7,AG11,AG18,A4|SI:BG2,B2,B3|CX:CG3,C1,C4,C5|TOP:TG2,TG15,TG21,TG24,T4,T5"
70,17,4,4,3,6,0.8421,0.0009,0.3127,0.0041,0.1873,0.9459,11,0.355,"RA:A1,A2,A4,A6|SI:BG2,B1,B2,B3|CX:CG3,C4,C5|TOP:TG2,TG10,TG15,TG21,T4,T5"
25,18,4,4,4,6,0.8429,0.001,0.3126,0.0043,0.1873,0.943,11,0.344,"RA:AG7,AG14,A1,A4|SI:BG2,B1,B2,B3|CX:CG3,C2,C4,C5|TOP:TG2,TG15,TG21,T4,T5,T7"
71,18,2,5,3,8,0.838,0.0005,0.3122,0.0041,0.187,0.9451,9,0.265,"RA:AG7,A5|SI:BG2,BG7,B1,B3,B4|CX:CG2,C4,C5|TOP:TG9,TG12,TG15,TG21,TG24,T2,T4,T5"
59,18,2,3,4,9,0.8459,0.0011,0.3119,0.0052,0.1873,0.9318,9,0.265,"RA:AG7,AG8|SI:BG2,B1,B3|CX:CG3,C1,C4,C5|TOP:TG2,TG9,TG15,TG21,TG24,T2,T4,T5,T7"
36,12,1,4,2,5,0.844,0.0032,0.3085,0.0085,0.1865,0.8928,5,0.156,"RA:AG7|SI:BG2,BG5,BG7,B3|CX:C4,C5|TOP:TG2,TG9,TG15,T2,T4"
53,17,2,5,4,6,0.8182,0.0003,0.2912,0.0017,0.1712,0.975,10,0.312,"RA:AG7,A5|SI:BG2,B1,B2,B3,B4|CX:CG2,C1,C4,C5|TOP:TG8,TG9,TG15,TG21,T4,T5"
48,15,6,2,3,4,0.7772,0.0002,0.2906,0.0011,0.1705,0.9827,10,0.333,"RA:AG1,AG7,A1,A4,A5,A6|SI:BG2,B3|CX:C2,C4,C5|TOP:TG8,TG10,T4,T7"
45,16,5,3,3,5,0.8021,0.0002,0.2905,0.0013,0.1705,0.9807,11,0.367,"RA:AG1,A1,A2,A3,A6|SI:BG2,B1,B3|CX:C2,C4,C5|TOP:TG8,TG10,TG15,T4,T5"
51,12,3,3,2,4,0.8171,0.0003,0.2902,0.0017,0.1704,0.9749,9,0.321,"RA:A1,A2,A5|SI:BG2,B1,B3|CX:CG1,C4|TOP:TG8,T4,T5,T8"
47,13,3,2,2,6,0.8341,0.0004,0.289,0.0035,0.1704,0.9484,7,0.226,"RA:AG1,AG14,A1|SI:BG2,B3|CX:C4,C5|TOP:TG2,TG8,TG15,T4,T5,T7"
78,18,5,3,4,6,0.8354,0.0005,0.2887,0.0041,0.1705,0.9412,11,0.344,"RA:AG7,AG14,AG18,A1,A2|SI:BG2,B1,B3|CX:C1,C2,C4,C5|TOP:TG2,TG15,TG21,T4,T5,T8"
69,17,1,4,3,9,0.8371,0.0007,0.2881,0.0049,0.1704,0.9297,10,0.312,"RA:AG7|SI:BG2,B1,B2,B3|CX:C1,C4,C5|TOP:TG2,TG8,TG9,TG15,TG21,T2,T4,T5,T6"
23,21,7,3,4,7,0.7884,0.0001,0.2648,0.0011,0.153,0.982,12,0.353,"RA:AG1,AG2,A1,A2,A3,A5,A6|SI:BG2,B1,B3|CX:CG2,CG4,C3,C4|TOP:TG8,TG10,TG11,TG15,T4,T5,T7"
18,16,7,2,2,5,0.7708,0.0001,0.2565,0.001,0.1475,0.9827,10,0.323,"RA:AG1,AG2,A1,A2,A3,A5,A6|SI:BG2,B3|CX:C2,C4|TOP:TG8,TG10,TG15,T4,T7"
49,13,4,2,1,6,0.7677,0.0001,0.2564,0.001,0.1475,0.9827,7,0.226,"RA:AG1,A1,A2,A3|SI:BG2,B3|CX:C4|TOP:TG3,TG10,TG15,TG21,T4,T8"
79,15,6,3,1,5,0.7696,0.0001,0.2564,0.001,0.1475,0.9827,10,0.333,"RA:AG1,A1,A2,A3,A5,A6|SI:BG2,B1,B3|CX:C4|TOP:TG8,TG10,TG15,T4,T7"
55,18,7,3,3,5,0.7584,0.0001,0.2548,0.0011,0.1464,0.9815,11,0.344,"RA:AG1,AG2,A1,A2,A3,A5,A6|SI:BG2,B1,B3|CX:CG4,C3,C4|TOP:TG8,TG10,TG15,T4,T7"
76,18,5,3,5,5,0.7905,0.0002,0.2548,0.0012,0.1464,0.9795,11,0.344,"RA:AG1,AG22,A1,A2,A6|SI:BG2,B1,B3|CX:CG4,C2,C3,C4,C5|TOP:TG10,TG12,TG15,T4,T5"
15,20,6,3,5,6,0.7953,0.0002,0.2548,0.0012,0.1464,0.9795,12,0.364,"RA:AG1,AG2,A1,A2,A3,A6|SI:BG2,B1,B3|CX:CG4,C2,C3,C4,C5|TOP:TG8,TG10,TG12,TG15,T4,T5"
26,20,7,3,3,7,0.7864,0.0001,0.2548,0.0011,0.1464,0.9812,12,0.364,"RA:AG1,AG2,A1,A2,A3,A5,A6|SI:BG2,B1,B3|CX:CG4,C3,C4|TOP:TG8,TG10,TG11,TG15,T4,T5,T7"
16,21,9,3,5,4,0.7595,0.0001,0.2548,0.0011,0.1464,0.9815,13,0.394,"RA:AG1,AG12,AG21,A1,A2,A3,A4,A5,A6|SI:BG2,B1,B3|CX:CG4,C1,C3,C4,C5|TOP:TG8,TG10,TG15,T4"
21,19,7,3,3,6,0.7921,0.0002,0.2547,0.0011,0.1464,0.9805,12,0.375,"RA:AG1,AG2,A1,A2,A3,A5,A6|SI:BG2,B1,B3|CX:CG4,C3,C4|TOP:TG8,TG10,TG15,T4,T5,T7"
57,17,5,3,3,6,0.8074,0.0003,0.2544,0.0017,0.1464,0.9709,10,0.312,"RA:AG2,AG21,A1,A2,A4|SI:BG2,B1,B3|CX:CG4,C3,C4|TOP:TG10,TG15,TG21,T4,T5,T7"
50,18,6,3,3,6,0.809,0.0003,0.2544,0.0017,0.1464,0.9709,11,0.344,"RA:AG2,AG21,A1,A2,A4,A5|SI:BG2,B1,B3|CX:CG4,C3,C4|TOP:TG10,TG15,TG21,T4,T5,T7"
14,15,5,3,3,4,0.7376,0.0001,0.2398,0.0011,0.1366,0.9802,8,0.25,"RA:AG1,AG21,A1,A2,A6|SI:BG2,B1,B3|CX:CG4,C1,C3|TOP:TG8,TG10,TG15,T4"
72,15,2,4,1,8,0.7838,0.0003,0.1724,0.0017,0.0948,0.9558,9,0.29,"RA:AG1,A5|SI:BG2,BG7,B2,B3|CX:C5|TOP:TG8,TG9,TG15,T2,T4,T5,T7,T8"
12,12,3,3,2,4,0.6744,0.0001,0.1472,0.0016,0.0798,0.9502,7,0.233,"RA:AG7,A1,A2|SI:BG2,B1,B3|CX:CG1,C1|TOP:TG8,TG21,T4,T8"
58,12,3,3,1,5,0.7812,0.0003,0.1472,0.0017,0.0798,0.9479,6,0.194,"RA:AG14,A1,A2|SI:BG2,B1,B3|CX:CG1|TOP:TG2,TG8,TG15,T4,T5"
13,22,9,3,4,6,0.7448,0.0,0.0451,0.0011,0.0231,0.8937,13,0.382,"RA:AG1,AG8,AG21,A1,A2,A3,A4,A5,A6|SI:BG2,B2,B3|CX:CG4,C2,C4,C5|TOP:TG8,TG9,TG10,TG15,T3,T4"
7,15,4,2,3,6,0.7166,0.0,0.0014,0.001,0.0007,0.2154,11,0.379,"RA:AG1,A1,A2,A3|SI:BG2,B3|CX:C1,C2,C4|TOP:TG4,TG10,T3,T4,T7,T8"
34,14,3,2,4,5,0.5942,0.0,0.0013,0.0005,0.0007,0.325,11,0.393,"RA:AG22,A1,A2|SI:B3,B4|CX:C1,C2,C3,C4|TOP:TG3,TG4,T3,T5,T7"
42,17,6,3,3,5,0.751,0.0001,0.0001,0.0011,0.0001,0.0175,11,0.355,"RA:AG1,AG7,A1,A3,A5,A6|SI:BG2,B2,B3|CX:C1,C2,C3|TOP:TG10,TG15,TG21,T4,T5"
2,12,1,3,1,7,0.5723,0.0,0.0,0.0006,0.0,0.0,9,0.321,"RA:AG7|SI:BG2,B2,B3|CX:C3|TOP:TG21,T1,T2,T4,T5,T7,T9"
8,12,4,3,1,4,0.6625,0.0,0.0,0.0011,0.0,0.0,10,0.37,"RA:AG10,A1,A2,A5|SI:B2,B3,B4|CX:C5|TOP:TG8,T1,T4,T7"
32,12,3,3,1,5,0.7273,0.0002,0.0,0.001,0.0,0.0,6,0.194,"RA:AG2,A1,A2|SI:BG2,B2,B3|CX:C5|TOP:TG8,TG12,TG15,TG21,T8"
30,13,3,3,1,6,0.5791,0.0,0.0,0.0006,0.0,0.0,9,0.31,"RA:AG1,A5,A6|SI:BG2,B3,B4|CX:C3|TOP:TG15,TG21,T2,T4,T7,T9"
6,17,4,2,4,7,0.5987,0.0,0.0,0.0005,0.0,0.0,10,0.312,"RA:AG7,AG21,A1,A5|SI:B3,B4|CX:CG4,C1,C3,C4|TOP:TG3,TG8,TG9,TG15,T3,T5,T7"
56,19,6,3,3,7,0.7382,0.0,0.0,0.0011,0.0,0.0,10,0.294,"RA:AG1,AG7,AG21,A1,A3,A5|SI:BG2,B2,B3|CX:CG4,C1,C4|TOP:TG8,TG9,TG10,TG15,T3,T4,T7"
